modality,vocal_channel,emotion,emotional_intensity,statement,repetition,actor,sex,channels,sample_width,frame_rate,frame_width,length_ms,frame_count,intensity,zero_crossings_sum,mfcc_mean,mfcc_std,mfcc_min,mfcc_max,sc_mean,sc_std,sc_min,sc_max,sc_kur,sc_skew,stft_mean,stft_std,stft_min,stft_max,stft_kur,stft_skew,mean,std,min,max,kur,skew
audio-only,song,fearful,normal,Kids are talking by the door,1st,,M,1,2,48000,2,4238,203403,-35.40750287,12646,-24.871164,130.63333,-748.0772,190.55379,4672.811705,3104.951111,753.4358493,11140.72131,-1.201088096,0.473357209,0.4859106,0.32982895,0.003339179,1,-1.368538431,0.145190306,-7.98E-07,0.016984256,-0.12585449,0.13131714,8.699980576,-0.192406994
audio-only,song,angry,normal,Kids are talking by the door,2nd,5,M,1,2,48000,2,4838,232232,-33.22287786,14573,-24.066538,127.12467,-744.68896,236.17368,4397.398967,3054.790588,826.9690237,10867.86653,-1.152494303,0.579590651,0.47886103,0.32789227,0.004886686,1,-1.361661982,0.19840454,1.03E-06,0.021841617,-0.18487549,0.17282104,8.149066902,-0.288691509
audio-only,speech,happy,strong,Kids are talking by the door,1st,5,M,1,2,48000,2,4137,198599,-44.73392668,14477,-30.039967,149.1219,-809.48065,209.44582,5904.068835,3613.55544,1138.245421,11997.26344,-1.448865547,0.144246407,0.53051347,0.3387417,0.000192433,1,-1.395738325,-0.175784457,3.36E-06,0.005827547,-0.05331421,0.047454834,10.2095673,-0.558863688
audio-only,speech,sad,normal,Kids are talking by the door,1st,,M,1,2,48000,2,3270,156957,-63.8646128,10227,-33.179867,186.95326,-1040.8762,202.77261,6940.496407,3424.174883,1437.07806,11967.48392,-1.564592015,-0.246268302,0.64114785,0.2523143,0.023220189,1,-0.739303738,-0.423328567,-3.39E-07,0.000651879,-0.008300781,0.006713867,26.54760202,-1.164903337
audio-only,song,calm,strong,Kids are talking by the door,2nd,9,M,1,2,48000,2,5405,259460,-46.78717352,9087,-32.50922,160.38574,-859.76776,212.14783,4597.216211,4132.951419,0,12005.11731,-1.419627715,0.59352245,0.44928417,0.34009352,0,1,-1.371626943,0.208913195,-1.15E-06,0.004579825,-0.03543091,0.024536133,5.998032878,-0.725672137
audio-only,speech,disgust,normal,Kids are talking by the door,2nd,9,M,1,2,48000,2,3504,168168,-56.15759518,10889,-32.66004,172.55789,-933.90265,240.87016,6000.265541,3193.230207,1306.704595,12002.48745,-1.328818059,-0.045301993,0.5914952,0.26824638,0.017447105,1,-1.07637315,-0.1289342,-6.32E-07,0.001575318,-0.017547607,0.022613525,34.77177364,0.208374992
audio-only,speech,disgust,normal,Kids are talking by the door,2nd,,M,1,2,48000,2,4071,195396,,13228,-25.419594,137.83101,-759.7888,217.10565,5852.000479,3536.704584,1189.572428,12011.69311,-1.642604401,0.065317734,0.565381,0.28252617,0.015888503,1,-1.110822939,-0.097384043,3.31E-07,0.015279845,-0.19821167,0.27734375,27.57418477,0.971527848
audio-only,song,fearful,strong,Kids are talking by the door,1st,19,M,1,2,48000,2,4471,214614,-33.99744373,10066,-24.683369,124.37297,-708.2364,217.57108,4156.463189,2893.466766,1166.486806,11375.6633,-0.737625784,0.836531747,0.48853412,0.32920718,0.001493314,1,-1.355062426,0.113581728,-1.82E-05,0.019964589,-0.16790771,0.1253357,7.250662856,-0.095572281
audio-only,song,angry,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,5072,243443,,14600,-20.009073,111.30733,-689.7481,192.7468,4229.901797,2202.014091,1196.47157,10794.22234,-0.26297325,0.920665733,0.49675488,0.32097474,0.005447012,1,-1.334242147,0.142070793,2.36E-05,0.04074359,-0.27734375,0.36773682,6.943394398,0.203813202
audio-only,song,calm,strong,Kids are talking by the door,2nd,21,M,1,2,48000,2,4905,235435,-31.54861675,10159,-26.235434,129.76584,-734.25415,233.42557,4269.473977,3772.168334,631.0200744,11998.21766,-1.050353112,0.740637027,0.43111202,0.33667755,0.000553585,1,-1.291337113,0.344035572,2.06E-06,0.026483342,-0.14083862,0.1465149,3.746963142,0.11365474
audio-only,speech,happy,normal,Kids are talking by the door,1st,19,M,1,2,48000,2,3637,174574,,6855,-28.228306,158.03258,-859.13055,216.24725,5116.012847,3881.654966,818.2436272,11992.5127,-1.390015312,0.498640517,0.54933286,0.33243516,0.005890556,1,-1.456565935,-0.149678078,-1.55E-05,0.004557992,-0.030059814,0.0256958,6.917795174,-0.656781261
audio-only,,sad,normal,Kids are talking by the door,1st,,M,1,2,48000,2,4304,206606,-46.33585696,11665,-29.348112,158.85262,-862.2163,241.74664,6275.770811,4069.185431,913.8658111,14261.1107,-1.639214538,-0.028027264,0.5985515,0.2934575,0.006098908,1,-1.097298257,-0.358041745,-7.83E-09,0.004841936,-0.038085938,0.049468994,12.81931477,0.215391647
audio-only,speech,sad,strong,Dogs are sitting by the door,1st,21,M,1,2,48000,2,4271,205005,-36.1066514,13885,-26.674131,133.97964,-724.2358,234.70587,5459.713333,3682.410636,806.6988929,11976.72199,-1.610972177,0.155165017,0.5224587,0.32168233,0.004376818,1,-1.359502944,-0.051114218,6.46E-08,0.015669534,-0.13909912,0.14303589,13.60985901,-0.148358847
audio-only,speech,happy,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,4404,211411,-33.91811999,11345,-23.709,120.91695,-689.99744,195.19829,4130.651796,2085.412823,795.5042561,9549.746072,-0.582277424,0.618204921,0.48854306,0.327421,0.000663564,1,-1.320597193,0.072564137,4.72E-05,0.020164786,-0.22244263,0.17770386,10.97198417,-0.477262579
audio-only,song,calm,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4705,225826,,12991,-25.11119,125.27166,-714.27454,210.40366,4399.576866,3583.7696,769.8508518,12078.02148,-1.202400209,0.601464413,0.44404557,0.33772334,0.000370563,1,-1.331474213,0.29224269,5.77E-07,0.025502663,-0.12094116,0.1184082,3.009295039,-0.03416276
audio-only,song,angry,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4538,217817,-31.81307878,13349,-25.507801,128.13393,-747.0941,223.05945,4931.938572,3469.792095,996.7505736,11611.14583,-1.347729259,0.500513347,0.49166995,0.3319045,0.006688893,1,-1.415242656,0.077749829,-7.30E-06,0.025668051,-0.19613647,0.18795776,6.104356567,-0.38592342
audio-only,song,fearful,normal,Dogs are sitting by the door,1st,19,M,1,2,48000,2,4605,221020,,10444,-27.743942,141.25504,-785.2735,200.4674,4825.688507,3687.674879,900.8075998,11964.07483,-1.393106323,0.507209552,0.46178833,0.3474058,0.000317496,1,-1.451371348,0.147276108,-7.02E-06,0.010520252,-0.063812256,0.060699463,5.225652005,-0.471527746
audio-only,song,neutral,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,4371,209809,-31.08057682,13397,-25.373222,124.56636,-681.44104,209.19725,5273.482383,4250.962389,750.1115693,11933.7966,-1.670302805,0.271696805,0.4646526,0.34205684,0.000132475,1,-1.40062776,0.107871054,9.72E-07,0.027938342,-0.13143921,0.1453247,3.838335887,0.256390955
audio-only,speech,disgust,strong,Dogs are sitting by the door,2nd,21,M,1,2,48000,2,3971,190590,-39.06314141,12713,-23.871426,145.70831,-813.1019,235.0199,5312.69825,3057.128489,992.3831869,11461.38208,-1.333819721,0.162186445,0.5913108,0.2899277,0.009809415,1,-1.107457701,-0.27058152,-1.97E-07,0.011146254,-0.106414795,0.15267944,14.91006134,0.591624816
audio-only,speech,disgust,strong,Dogs are sitting by the door,2nd,,M,1,2,48000,2,3604,172972,-45.90683694,11960,-27.739676,155.55853,-837.5589,280.1737,5003.963421,3142.663809,1003.47924,10878.71354,-1.633581759,0.040400142,0.5524586,0.28845304,0.013538099,1,-1.174358162,-0.061185107,-8.40E-08,0.005067097,-0.054351807,0.064697266,24.4396679,0.155983582
audio-only,song,neutral,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,4238,203403,-43.15030176,8577,-31.173223,150.71133,-825.3689,226.7087,4334.191002,4035.038012,0,12095.76572,-1.170404247,0.685853164,0.42337888,0.3514414,0,1,-1.390700841,0.298868634,-1.15E-06,0.006966914,-0.042907715,0.032562256,4.958903992,-0.547144432
audio-only,song,calm,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4905,235435,-40.59457017,18925,-29.001196,139.44818,-796.0678,211.69455,4217.163553,3179.637043,932.9174334,10711.69997,-1.607434548,0.401120082,0.41071707,0.3307802,0.00208662,1,-1.153104427,0.464316181,-9.47E-07,0.009355815,-0.05569458,0.055511475,4.107653524,-0.458151969
audio-only,speech,sad,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,3637,174575,-53.65882045,12489,-31.581514,168.30774,-935.55536,214.70644,5628.776992,3336.720926,1075.670633,11304.18376,-1.550962726,-0.063279211,0.5410714,0.30803442,0.007493889,1,-1.269057976,-0.095231984,8.52E-07,0.002101037,-0.018005371,0.012939453,7.945485095,-0.636101894
audio-only,song,fearful,normal,Dogs are sitting by the door,1st,,F,1,2,48000,2,4304,206607,-39.35350459,15619,-33.273663,139.59071,-784.12634,182.83838,5034.484123,3343.533248,0,12000.00007,-1.175356841,0.308779153,0.38790458,0.3509319,0,1,-1.254257303,0.411894911,1.07E-07,0.0107934,-0.063934326,0.06607056,4.904027523,0.073273619
audio-only,song,calm,normal,Dogs are sitting by the door,2nd,8,F,1,2,48000,2,4872,233834,-37.65985286,13823,-30.918442,140.35114,-783.07965,155.5888,4865.682691,2805.980198,1240.685722,10811.73968,-1.241990895,0.489393368,0.43672892,0.36606824,0.000107198,1,-1.504887638,0.201379563,-6.62E-06,0.013119758,-0.080078125,0.05419922,4.70357823,-0.996789512
audio-only,speech,sad,strong,Dogs are sitting by the door,1st,8,F,1,2,48000,2,3670,176176,-45.54807664,10043,-29.987865,157.54712,-836.89,234.71368,5252.506309,2880.262018,823.3815487,10362.04286,-1.436548909,-0.106943098,0.5333521,0.34295815,0.00015644,1,-1.381778702,-0.184625724,-1.58E-06,0.005285185,-0.035003662,0.032104492,6.572755597,-0.835408162
audio-only,speech,disgust,strong,Dogs are sitting by the door,2nd,8,F,1,2,48000,2,3871,185785,-41.81136597,11409,-28.805923,151.20038,-796.5765,207.10876,5718.625097,3201.033223,785.489849,10576.81551,-1.520149483,-0.305787688,0.58124423,0.34759477,0.000246479,1,-1.367925226,-0.395915236,-6.21E-07,0.008145282,-0.051849365,0.04156494,5.471359341,-0.361087057
audio-only,speech,happy,strong,Dogs are sitting by the door,1st,,F,1,2,48000,2,3871,185786,-35.01053901,16009,-31.450148,129.03487,-729.5279,167.3548,5064.294952,3634.308686,0,11603.68018,-1.404756079,0.245042879,0.40014586,0.34678167,0,1,-1.298791491,0.325183974,-2.43E-08,0.017764011,-0.1260376,0.15875244,9.017625389,0.319177845
audio-only,,neutral,normal,Dogs are sitting by the door,1st,8,F,1,2,48000,2,4705,225825,,14551,-32.696785,136.38269,-753.83606,151.90637,5584.474535,3158.758999,835.891327,12346.498,-1.56157588,0.147901518,0.44227198,0.37734807,2.79E-05,1,-1.582185361,0.154581591,-2.96E-06,0.017408125,-0.11392212,0.09011841,5.714574442,-0.93939528
audio-only,song,angry,normal,Dogs are sitting by the door,2nd,,F,1,2,48000,2,4304,206606,-32.62442331,14685,-32.66509,125.54795,-705.70294,181.09998,5003.631635,3331.947226,0,11999.99997,-1.333563613,0.230446929,0.39673775,0.3516057,0,1,-1.314942356,0.362230801,-3.35E-07,0.02340004,-0.13024902,0.15637207,6.72884847,0.106893347
audio-only,song,neutral,normal,Dogs are sitting by the door,1st,20,F,1,2,48000,2,4705,225826,-38.7591627,10749,-36.887836,138.15833,-789.0587,152.46793,4210.522803,3733.718033,0,11781.61495,-0.901789199,0.733696302,0.2907233,0.35691226,0,1,-0.872716165,0.8510186,-1.72E-06,0.011542155,-0.061798096,0.07131958,3.81520276,-0.184546303
audio-only,speech,disgust,strong,Dogs are sitting by the door,2nd,20,F,1,2,48000,2,3871,185785,,18483,-31.895004,130.8099,-765.57996,201.88841,5447.84501,3466.549983,0,14951.81582,-0.916303344,0.321563869,0.41988304,0.33921322,0,1,-1.270689551,0.292602068,-6.00E-08,0.012879629,-0.11456299,0.092315674,9.152480566,-0.313396584
audio-only,speech,happy,strong,Dogs are sitting by the door,1st,18,F,1,2,48000,2,3770,180981,,14409,-27.03182,114.497765,-643.89166,147.14062,5940.04224,3673.894265,0,12083.10822,-1.209866738,0.428921161,0.4533646,0.36724707,0,1,-1.522314246,0.173356991,5.53E-07,0.043234322,-0.33724976,0.45996094,11.31862251,0.020726529
audio-only,speech,sad,strong,Dogs are sitting by the door,1st,20,F,1,2,48000,2,3804,182583,-48.58180209,9975,-38.3679,164.02917,-850.48926,209.61061,5300.573514,4331.816777,0,12000.00001,-1.667107205,0.167400029,0.40416437,0.36630726,0,1,-1.490760276,0.261989222,5.10E-08,0.003744264,-0.026885986,0.025390625,11.38538428,-0.35660429
audio-only,song,calm,normal,Dogs are sitting by the door,2nd,20,F,1,2,48000,2,5105,245045,-39.91243882,11907,-38.29137,140.72583,-805.64343,151.82004,4112.314021,3638.763172,0,11918.91655,-0.806219738,0.776241604,0.2902757,0.3579965,0,1,-0.863343541,0.85237418,-1.29E-06,0.010103625,-0.063446045,0.052001953,3.08580684,-0.298757857
audio-only,song,calm,strong,Kids are talking by the door,2nd,,F,1,2,48000,2,5372,257857,,11643,-37.910355,146.79556,-823.0264,137.37994,5183.662237,3772.83866,0,12008.05021,-1.321392255,0.527754691,0.35006836,0.36680606,0,1,-1.260368299,0.570904048,-1.14E-06,0.007548486,-0.047790527,0.054229736,5.876245246,-0.278757501
audio-only,speech,sad,normal,Kids are talking by the door,1st,,F,1,2,48000,2,3604,172972,-58.05332156,11133,-39.129173,176.38712,-1025.0269,194.72061,5775.877081,3560.579214,0,12000.00009,-1.195647866,0.080288575,0.4828696,0.33380193,0,1,-1.32796473,0.001951289,-3.33E-07,0.001271123,-0.010345459,0.013702393,9.627415811,-0.152820602
audio-only,speech,happy,normal,Kids are talking by the door,1st,18,F,1,2,48000,2,3403,163363,-40.2604563,5925,-33.08788,148.40572,-796.43365,221.03159,6728.23249,4305.009702,0,12137.39648,-1.668342497,-0.023517698,0.5530745,0.34782392,0,1,-1.415723941,-0.273513475,-3.41E-07,0.009707128,-0.13357544,0.12756348,20.12594283,-0.143398956
audio-only,speech,disgust,normal,Kids are talking by the door,2nd,20,F,1,2,48000,2,3737,179379,-51.41934526,13263,-34.33559,161.941,-907.12646,197.42049,4913.001818,3305.657233,0,11999.98153,-1.143701658,0.121057885,0.42080745,0.3318807,0,1,-1.199756505,0.283623689,-3.21E-07,0.002699725,-0.02319336,0.026947021,13.57662063,-0.193176505
audio-only,song,angry,strong,Kids are talking by the door,2nd,24,F,1,2,48000,2,4338,208208,-19.89932804,15627,-24.50687,95.18562,-549.0519,163.26904,4785.258135,2990.153765,0,11229.63279,-1.056306158,0.331962547,0.3888653,0.3455807,0,1,-1.23978613,0.442311692,3.66E-07,0.10117113,-0.9077759,0.9988098,10.19573353,0.280928268
audio-only,speech,happy,normal,Kids are talking by the door,1st,,F,1,2,48000,2,3604,172973,-44.59785252,11241,-35.699028,155.4078,-832.718,196.30896,5118.478163,4062.452471,0,12296.70798,-1.510266139,0.206160814,0.41059232,0.35025424,0,1,-1.383964347,0.25728773,2.60E-07,0.005893429,-0.05758667,0.05996704,18.17381677,0.271223744
audio-only,speech,disgust,normal,Kids are talking by the door,2nd,,F,1,2,48000,2,3670,176176,-49.24742983,10382,-29.65246,163.45456,-879.919,227.77045,5211.617009,2667.266503,871.7766794,10341.23065,-1.302635144,-0.188933267,0.5593097,0.31128973,0.001202354,1,-1.204440241,-0.219205053,2.11E-06,0.003456541,-0.028076172,0.025238037,8.85288405,-0.342953191
audio-only,speech,sad,normal,Kids are talking by the door,1st,8,F,1,2,48000,2,4204,201802,-51.51861365,11813,-30.498283,170.55455,-908.23486,192.75345,5971.529099,2645.695364,1031.424082,11782.00679,-1.098053423,-0.220422776,0.56607497,0.3272447,0.000505536,1,-1.258917357,-0.29036546,-4.15E-06,0.002655211,-0.01864624,0.01864624,9.108252771,-0.843251383
audio-only,song,calm,strong,Kids are talking by the door,2nd,8,F,1,2,48000,2,5339,256256,,14099,-32.176395,141.96922,-781.4623,138.80586,4878.218592,2893.239168,0,12621.24903,-1.089803109,0.469390973,0.38946098,0.36177668,0,1,-1.332258952,0.419333449,2.71E-06,0.011326444,-0.07928467,0.057769775,6.321311995,-0.874449658
audio-only,song,fearful,strong,Kids are talking by the door,1st,,F,1,2,48000,2,4538,217817,,17053,-28.80416,116.71602,-670.0523,186.61258,4632.769255,2801.413643,0,12017.82186,0.05540584,0.714434309,0.38447464,0.3425702,0,1,-1.149001501,0.460355939,-6.32E-06,0.025596179,-0.21960449,0.27764893,14.59027245,0.535810775
audio-only,song,angry,normal,Kids are talking by the door,2nd,,F,1,2,48000,2,4104,196997,,13561,-29.247078,120.92113,-673.79974,173.97186,4727.34868,3452.338259,0,12005.46684,-1.148866024,0.352647136,0.39793658,0.3606948,0,1,-1.365171937,0.363943495,1.16E-06,0.030611489,-0.22485352,0.24954224,10.486771,0.132534693
audio-only,song,fearful,normal,Kids are talking by the door,1st,10,F,1,2,48000,2,4605,221021,-32.52296465,19463,-30.058416,125.87449,-675.039,172.40671,5019.063575,3031.245185,882.5585959,10944.78721,-1.612405402,0.103570593,0.37805948,0.3408878,4.22E-05,1,-1.103477755,0.505642446,1.53E-06,0.023675865,-0.16864014,0.16055298,7.670414061,0.180626734
audio-only,speech,happy,strong,Kids are talking by the door,1st,,F,1,2,48000,2,3871,185786,,13345,-27.076653,120.93704,-679.2381,173.12677,4874.449818,3404.442205,0,12008.34822,-0.61882605,0.500701286,0.39775032,0.3550269,0,1,-1.309722305,0.421607984,-7.73E-06,0.023750227,-0.2053833,0.22741699,14.14257123,0.279323359
audio-only,speech,happy,strong,Kids are talking by the door,1st,10,F,1,2,48000,2,3837,184184,,19732,-24.209438,95.72299,-554.13086,188.12883,4323.167523,2019.227324,1020.852551,9747.335314,-0.776908791,0.440469585,0.39904177,0.32638383,6.15E-05,1,-1.036406492,0.46108194,1.38E-07,0.09681727,-0.5220032,0.6268921,6.795754678,0.363679865
audio-only,song,angry,normal,Kids are talking by the door,2nd,10,F,1,2,48000,2,4671,224224,-25.0457494,21021,-26.748241,104.090034,-606.15735,189.24815,4339.847404,2596.316504,655.2028244,10161.0623,-0.909057574,0.604301254,0.36084598,0.33187714,5.14E-05,1,-0.871457874,0.674452433,3.78E-07,0.055962607,-0.36102295,0.34664917,5.681850228,0.018288747
audio-only,song,fearful,normal,Kids are talking by the door,1st,4,F,1,2,48000,2,4271,205005,,15667,-33.007603,131.43892,-748.7916,168.0668,4673.57405,2970.539114,0,12137.59131,-0.833425811,0.455898687,0.38448384,0.34333947,0,1,-1.154632179,0.454981204,-1.11E-07,0.015783679,-0.12918091,0.109680176,5.324303193,-0.26387075
audio-only,song,neutral,normal,Kids are talking by the door,1st,,F,1,2,48000,2,4304,206607,-40.94205209,8463,-37.035828,146.39177,-798.3043,166.13525,4464.075074,3808.069434,0,11999.9999,-1.027763332,0.581097575,0.30357337,0.36024603,0,1,-0.992332336,0.776938754,9.19E-07,0.008989252,-0.04751587,0.05090332,4.985828857,0.305117592
audio-only,speech,disgust,strong,Kids are talking by the door,2nd,14,F,1,2,48000,2,3737,179379,-43.34290144,15557,-32.968792,142.53264,-799.647,174.8864,5453.119047,3389.059104,0,11695.4476,-0.980828667,0.047701125,0.4199219,0.3366159,0,1,-1.25314076,0.29917535,-8.89E-07,0.006826636,-0.07626343,0.09069824,14.98256809,-0.180284317
audio-only,speech,sad,strong,Kids are talking by the door,1st,14,F,1,2,48000,2,3871,185785,-45.0599769,14641,-33.812946,148.69969,-801.437,196.727,7329.026201,3827.344609,0,12082.70468,-1.486097471,-0.323780569,0.56351274,0.33428115,0,1,-1.240727427,-0.402213322,-7.16E-07,0.005599491,-0.043029785,0.04937744,13.59296741,-0.07312079
audio-only,,calm,normal,Kids are talking by the door,2nd,14,F,1,2,48000,2,4571,219419,-43.947732,11281,-36.40137,152.30887,-837.00934,172.04147,4660.579241,3596.103507,0,12001.97737,-0.999019763,0.443782464,0.31360087,0.3604248,0,1,-1.056543452,0.727908488,3.35E-07,0.00635872,-0.05038452,0.054656982,10.11154529,0.557382351
audio-only,song,calm,strong,Dogs are sitting by the door,2nd,,F,1,2,48000,2,4771,229029,-44.5529641,12169,-36.830994,152.88309,-846.457,180.3145,5795.971267,3760.572346,0,12047.98318,-1.413565497,0.213672596,0.38755372,0.37210843,0,1,-1.468528649,0.356635224,-2.36E-07,0.005946207,-0.045013428,0.038208008,5.113685643,-0.242499713
audio-only,,sad,normal,Dogs are sitting by the door,1st,14,F,1,2,48000,2,3604,172973,-50.3089987,16843,-34.612362,160.88882,-884.3599,161.0704,7225.612903,3509.712523,0,13515.14816,-1.293933127,-0.161911103,0.5506167,0.33057728,0,1,-1.286042846,-0.255651909,-6.55E-07,0.003058971,-0.025482178,0.021972656,8.756952267,-0.174809957
audio-only,speech,disgust,normal,Dogs are sitting by the door,2nd,14,F,1,2,48000,2,3770,180981,-38.42114769,14951,-32.182285,137.07991,-760.2894,202.00044,5548.294369,3972.931612,0,11885.60412,-1.443949942,0.151146215,0.43883556,0.35592267,0,1,-1.459468986,0.165123671,3.64E-07,0.01201698,-0.0730896,0.08248901,7.322161137,0.013284145
audio-only,song,angry,strong,Dogs are sitting by the door,2nd,,F,1,2,48000,2,4571,219420,-20.73189935,30153,-24.54619,92.96764,-555.96545,164.59245,5429.53467,3218.837574,683.8756622,12189.15608,-1.464340092,0.214356566,0.43456686,0.33550715,7.28E-05,1,-1.252849203,0.281351191,4.13E-06,0.09193274,-0.56121826,0.82769775,6.145995176,0.485841155
audio-only,,fearful,strong,Dogs are sitting by the door,1st,4,F,1,2,48000,2,4037,193793,-27.94370418,17465,-28.276447,109.08563,-633.498,148.99715,4951.103113,3608.317514,0,12667.09118,-1.054376739,0.392981554,0.35959226,0.34971172,0,1,-1.171553073,0.53678641,2.82E-07,0.04009423,-0.25915527,0.3340454,8.03019677,-0.020910182
audio-only,speech,happy,normal,Dogs are sitting by the door,1st,,F,1,2,48000,2,3303,158558,-31.399627,16949,-28.299904,121.90072,-660.31573,183.15604,5205.275663,3128.269188,729.3494393,11728.38256,-1.285372133,0.394152983,0.45033807,0.34566388,9.24E-05,1,-1.388691799,0.198250761,7.64E-07,0.02692681,-0.16790771,0.18353271,7.676974648,0.57103112
audio-only,,happy,normal,Dogs are sitting by the door,1st,,F,1,2,48000,2,3504,168168,,11889,-32.4648,147.13339,-798.21954,236.32132,5684.374348,4188.658266,0,12010.36243,-1.576035475,0.096030561,0.47434205,0.35311246,0,1,-1.448477944,0.032911748,-5.71E-07,0.008671832,-0.077178955,0.07064819,9.008755184,-0.332797817
audio-only,song,angry,strong,Dogs are sitting by the door,2nd,4,F,1,2,48000,2,4037,193793,-24.53954269,16337,-27.951984,108.17603,-625.3866,164.55852,4954.267979,3604.109936,0,12007.03572,-1.108477961,0.40680272,0.38886592,0.354053,0,1,-1.337895124,0.398901748,-1.14E-06,0.059321083,-0.5503235,0.69244385,14.55760124,0.623718633
audio-only,song,fearful,strong,Dogs are sitting by the door,1st,10,F,1,2,48000,2,4605,221021,-27.68304277,21303,-27.423456,107.95624,-598.1686,149.99516,4877.489337,2711.839982,951.0298774,10293.3555,-1.234235021,0.481982421,0.34056377,0.32959646,0.0001375,1,-0.717331291,0.759247807,2.17E-06,0.04130429,-0.2965393,0.31192017,9.711804184,0.228808426
audio-only,song,happy,normal,Kids are talking by the door,1st,,F,1,2,48000,2,4738,227427,-33.87872813,11423,-34.6785,127.9045,-729.7444,149.7446,4000.653164,3333.691506,0,12008.14093,-0.449133982,0.808661231,0.3090535,0.34888032,0,1,-0.818917859,0.819181889,-4.62E-06,0.020240044,-0.14205933,0.12591553,5.65081488,-0.259817288
audio-only,speech,calm,strong,Kids are talking by the door,2nd,18,F,1,2,48000,2,3604,172973,,5109,-34.59825,169.31516,-902.611,196.94415,6391.917486,4611.119651,0,12087.16538,-1.761729242,0.119263013,0.55729336,0.34165886,0,1,-1.386314934,-0.257297323,-2.03E-06,0.00330543,-0.023254395,0.019256592,7.30859299,-0.989274613
audio-only,speech,angry,strong,Kids are talking by the door,2nd,20,F,1,2,48000,2,4071,195395,,23135,-23.182446,92.5283,-536.8573,169.02719,6165.923593,3375.332658,1108.77227,13759.02484,-1.439295415,0.181700252,0.47460565,0.3412028,0.000306187,1,-1.384794443,0.071006788,-7.58E-07,0.102830954,-0.8206177,0.98498535,15.87723983,0.289973725
audio-only,speech,fearful,strong,Kids are talking by the door,1st,,F,1,2,48000,2,4238,203403,-20.85679475,23397,-21.322218,91.04897,-542.8547,148.15009,4411.082424,1580.805688,1527.639812,11403.6452,2.453485699,0.963264166,0.40775093,0.30530295,0.000363863,1,-0.798945444,0.563402917,-2.81E-05,0.09063403,-0.7223816,0.80688477,14.27770143,0.099972589
audio-only,speech,surprised,strong,Dogs are sitting by the door,2nd,,F,1,2,48000,2,3637,174574,-34.21258512,14679,-31.194868,129.34079,-726.5611,185.42159,6515.185126,3363.082416,896.5583777,12076.76092,-1.455564104,0.015872435,0.5050617,0.33426645,0.000275092,1,-1.3764587,-0.052084248,-1.85E-07,0.019494502,-0.15673828,0.17645264,10.95091483,0.208091685
audio-only,song,sad,normal,Kids are talking by the door,1st,,F,1,2,48000,2,4838,232232,-39.86011403,9997,-36.492348,143.69206,-796.8695,161.71954,4805.495409,3729.903883,0,12002.6007,-1.343537956,0.493284363,0.36280304,0.3670757,0,1,-1.343357256,0.478870298,-1.22E-06,0.010185176,-0.05999756,0.059570312,6.109365432,0.272919312
audio-only,speech,fearful,strong,Kids are talking by the door,1st,8,F,1,2,48000,2,3971,190590,,13446,-23.21882,104.20048,-558.78467,184.096,4729.942535,2340.587431,840.6208154,11125.54004,-0.720430272,0.474370272,0.48461124,0.34481063,0.000243767,1,-1.433698633,0.087844114,-9.39E-05,0.04478579,-0.58322144,0.6003113,34.3410058,0.373880645
audio-only,speech,calm,strong,Kids are talking by the door,2nd,,F,1,2,48000,2,4071,195395,-50.66357404,9867,-36.133865,162.46405,-874.04333,187.90282,4426.847235,3852.680998,0,14504.1596,-1.092142753,0.546614902,0.3928105,0.36118752,0,1,-1.391222153,0.345351784,-2.58E-06,0.002937157,-0.024719238,0.023345947,8.533498981,-0.440629582
audio-only,speech,angry,strong,Kids are talking by the door,2nd,8,F,1,2,48000,2,3770,180981,,10845,-20.9103,96.5342,-525.75433,174.28319,4468.462064,2120.589362,920.3439034,10446.40224,-0.349933766,0.637446861,0.45639116,0.32770213,0.000215568,1,-1.26475394,0.287771865,-5.06E-05,0.09545577,-0.97195435,0.9988098,22.0896285,-0.273260732
audio-only,song,happy,normal,Kids are talking by the door,1st,8,F,1,2,48000,2,4605,221020,,12573,-30.640245,137.015,-750.40515,161.69765,5187.001073,2871.704946,1181.495966,10974.26583,-1.473357423,0.20167207,0.4611481,0.3688539,6.92E-05,1,-1.553255389,0.07577191,-8.21E-06,0.016617527,-0.17382812,0.1522522,11.93692715,-0.510636175
audio-only,song,happy,strong,Dogs are sitting by the door,1st,8,F,1,2,48000,2,4571,219419,-33.27160668,14531,-30.40571,128.77867,-705.8276,167.98297,5166.002627,2845.358725,1137.007483,11245.27817,-1.076971671,0.4267393,0.47133464,0.370552,0.000216428,1,-1.575018128,0.072547052,-1.66E-05,0.0217148,-0.162323,0.19824219,7.336954389,-0.379891842
